"player","nation","pos","team","played_90s","pass_att","live_pass","dead_pass","free_kicks","through_balls","switches","crosses","throw_ins","corners","inswingers","outswingers","straight_corners","pass_comp","pass_offside","pass_block"
"Hwang Hee-chan","KOR","MF,FW","Wolves","7.3","204","189","14","2","1","0","8","6","0","0","0","0","166","1","9"
"Dean Henderson","ENG","GK","Crystal Palace","38.0","1216","842","373","100","0","0","0","0","0","0","0","0","745","1","1"
"Rico Henry","ENG","DF","Brentford","1.1","49","39","10","0","0","0","2","10","0","0","0","0","33","0","3"
"Mads Hermansen","DEN","GK","Leicester City","26.5","1073","840","229","86","0","2","0","0","0","0","0","0","654","4","1"
"Son Heung-min","KOR","FW","Tottenham","23.4","925","853","70","15","4","4","78","12","38","25","5","0","730","2","26"
"James Hill","ENG","DF","Bournemouth","5.0","245","212","33","3","0","0","10","30","0","0","0","0","159","0","5"
"Jack Hinshelwood","ENG","MF,DF","Brighton","20.5","1046","927","118","27","0","8","27","75","8","4","1","1","870","1","11"
"George Hirst","SCO","FW","Ipswich Town","7.3","122","121","0","0","0","0","3","0","0","0","0","0","69","1","5"
"Mason Holgate","JAM","FW,DF","Everton","0.1","2","0","2","0","0","0","0","2","0","0","0","0","2","0","0"
"Harry Howell","ENG","FW","Brighton","0.1","9","9","0","0","0","0","0","0","0","0","0","0","8","0","0"
"Callum Hudson-Odoi","ENG","FW,MF","Nott'ham Forest","24.4","843","817","23","3","5","6","79","6","5","4","1","0","691","3","16"
"Will Hughes","ENG","MF","Crystal Palace","23.4","970","856","106","34","1","2","71","1","54","41","2","0","737","8","11"
"Dean Huijsen","ESP","DF","Bournemouth","27.0","1625","1566","53","32","2","15","12","6","0","0","0","0","1355","6","12"
"Omari Hutchinson","ENG","MF,FW","Ipswich Town","28.7","885","807","70","1","4","2","81","8","5","5","0","0","690","8","39"
"Rasmus Højlund","DEN","FW","Manchester Utd","22.3","336","310","23","0","2","0","8","0","0","0","0","0","251","3","6"
"Igor","BRA","DF","Brighton","10.7","730","680","48","12","3","4","4","11","0","0","0","0","671","2","5"
"Danny Ings","ENG","FW,MF","West Ham","3.2","92","86","5","0","1","0","3","0","0","0","0","0","63","1","4"
"Tim Iroegbunam","ENG","MF","Everton","6.4","158","156","0","0","0","0","1","0","0","0","0","0","115","2","5"
"Andy Irving","SCO","MF","West Ham","1.8","124","120","2","2","1","0","2","0","0","0","0","0","109","2","1"
"Alexander Isak","SWE","FW","Newcastle Utd","30.6","689","606","77","0","6","3","16","9","3","0","0","0","519","6","24"
"Alex Iwobi","NGA","FW,MF","Fulham","33.1","1532","1487","39","7","15","21","126","24","2","0","1","0","1150","6","52"
"Nicolas Jackson","SEN","FW","Chelsea","24.7","399","385","12","1","1","0","3","4","0","0","0","0","303","2","15"
"Reece James","ENG","DF,MF","Chelsea","11.8","854","731","119","36","4","2","43","64","19","11","5","1","717","4","10"
"Vitaly Janelt","GER","MF","Brentford","25.0","1057","1033","18","12","3","6","30","6","0","0","0","0","872","6","16"
"Vitezslav Jaros","CZE","GK","Liverpool","0.1","8","7","1","0","0","0","0","0","0","0","0","0","6","0","0"
"Daniel Jebbison","CAN","FW","Bournemouth","1.3","42","42","0","0","0","0","3","0","0","0","0","0","33","0","1"
"Mathias Jensen","DEN","MF","Brentford","9.6","486","404","78","15","2","5","33","44","14","11","0","0","363","4","7"
"Gabriel Jesus","BRA","FW","Arsenal","6.8","203","197","3","0","1","0","7","3","0","0","0","0","156","3","12"
"Raúl Jiménez","MEX","FW","Fulham","27.7","643","635","7","3","3","5","23","4","0","0","0","0","458","1","28"
"Kim Jisoo","KOR","DF","Brentford","0.3","28","27","1","1","0","0","0","0","0","0","0","0","25","0","0"
"João Pedro","BRA","FW,MF","Brighton","21.6","661","631","26","5","10","3","22","9","4","0","0","0","482","4","20"
"Joelinton","BRA","MF,FW","Newcastle Utd","26.6","1043","1014","26","11","7","2","16","14","0","0","0","0","863","3","23"
"Ben Johnson","ENG","DF,FW","Ipswich Town","15.0","416","333","82","11","2","4","37","58","13","11","1","0","298","1","23"
"Brennan Johnson","WAL","FW","Tottenham","24.2","638","624","12","0","0","1","53","12","0","0","0","0","449","2","41"
"Sam Johnstone","ENG","GK","Wolves","7.0","278","230","47","22","0","0","0","0","0","0","0","0","184","1","2"
"Curtis Jones","ENG","MF,DF","Liverpool","19.0","1097","1037","58","11","2","2","8","28","1","0","0","0","1021","2","10"
"Jorginho","ITA","MF","Arsenal","7.8","474","466","8","7","4","1","1","0","0","0","0","0","411","0","5"
"Diogo Jota","POR","FW","Liverpool","13.3","310","305","3","0","1","2","8","1","0","0","0","0","216","2","15"
"James Justin","ENG","DF","Leicester City","32.4","1541","1268","270","22","1","2","57","248","0","0","0","0","1205","3","40"
"Filip Jørgensen","DEN","GK","Chelsea","6.0","189","169","20","2","0","0","0","0","0","0","0","0","158","0","0"
"Ferdi Kadioglu","TUR","DF,MF","Brighton","4.3","175","157","17","2","1","0","9","15","0","0","0","0","144","1","1"
"Daichi Kamada","JPN","MF","Crystal Palace","17.4","752","720","31","11","4","5","31","2","16","11","1","0","603","1","18"
"Boubacar Kamara","FRA","MF","Aston Villa","19.2","931","904","27","25","5","0","1","0","0","0","0","0","825","0","8"
"Joachim Kayi Sanda","FRA","DF","Southampton","0.2","15","15","0","0","0","0","0","0","0","0","0","0","15","0","0"
"Michael Kayode","ITA","DF","Brentford","5.9","241","183","58","0","0","0","10","58","0","0","0","0","184","0","3"
"Michael Keane","ENG","DF","Everton","11.7","377","365","8","4","0","12","1","0","0","0","0","0","312","4","7"
"Caoimhín Kelleher","IRL","GK","Liverpool","10.0","382","344","38","20","0","0","0","0","0","0","0","0","289","0","1"
"Lloyd Kelly","ENG","DF","Newcastle Utd","3.4","181","159","22","7","0","0","1","15","0","0","0","0","146","0","5"
"Milos Kerkez","HUN","DF","Bournemouth","37.1","1776","1466","305","18","2","3","142","279","7","5","1","0","1346","5","55"
"Bilal El Khannouss","MAR","MF,FW","Leicester City","24.2","1063","928","130","28","11","8","89","14","36","19","10","1","798","5","26"
"Abdukodir Khusanov","UZB","DF","Manchester City","5.6","395","385","10","6","0","1","1","3","0","0","0","0","360","0","3"
"Max Kilman","ENG","DF","West Ham","37.2","1958","1916","37","25","0","12","4","1","0","0","0","0","1697","5","9"
"Joshua King","ENG","MF","Fulham","1.4","64","63","1","0","0","1","2","0","0","0","0","0","54","0","3"
"Tom King","WAL","GK","Wolves","0.0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Antonín Kinský","CZE","GK","Tottenham","6.0","217","177","39","9","0","0","0","0","0","0","0","0","167","1","1"
"Jakub Kiwior","POL","DF","Arsenal","12.5","736","704","31","10","3","1","2","4","0","0","0","0","673","1","1"
"Justin Kluivert","NED","MF","Bournemouth","26.0","782","683","92","8","5","6","85","10","35","30","0","0","582","7","18"
"Ibrahima Konaté","FRA","DF","Liverpool","28.4","1905","1856","46","41","1","5","0","5","0","0","0","0","1718","3","9"
"Ezri Konsa","ENG","DF","Aston Villa","32.6","1673","1538","134","84","6","0","5","34","0","0","0","0","1555","1","21"
"Mateo Kovačić","CRO","MF","Manchester City","24.4","1882","1845","33","32","15","8","0","0","0","0","0","0","1742","4","14"
"Caleb Kporha","ENG","DF","Crystal Palace","0.1","7","6","1","0","0","0","2","1","0","0","0","0","5","0","0"
"Emil Krafth","SWE","DF","Newcastle Utd","3.8","158","138","20","4","0","0","2","16","0","0","0","0","124","0","4"
"Mohammed Kudus","GHA","FW,MF","West Ham","28.8","855","837","16","5","2","13","81","3","1","0","0","0","715","2","29"
"Dejan Kulusevski","SWE","MF,FW","Tottenham","26.5","893","800","84","4","11","1","89","6","62","26","0","0","658","9","42"
"Maxence Lacroix","FRA","DF","Crystal Palace","34.6","1477","1433","44","40","3","7","7","2","0","0","0","0","1207","0","12"
"Adam Lallana","ENG","MF","Southampton","4.0","260","255","4","3","1","0","4","0","0","0","0","0","221","1","3"
"Tariq Lamptey","GHA","DF","Brighton","9.6","413","346","66","5","0","1","28","60","1","1","0","0","335","1","6"
"Will Lankshear","ENG","FW,MF","Tottenham","0.1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Roméo Lavia","BEL","MF","Chelsea","8.9","424","419","3","3","3","3","0","0","0","0","0","0","389","2","1"
"Mario Lemina","GAB","MF,DF","Wolves","15.2","613","582","26","9","6","4","10","9","0","0","0","0","493","5","7"
"Bernd Leno","GER","GK","Fulham","38.0","1404","1160","243","71","0","0","0","0","0","0","0","0","1149","1","1"
"Jefferson Lerma","COL","MF,DF","Crystal Palace","25.3","1121","1052","61","13","9","8","12","46","0","0","0","0","844","8","22"
"Rico Lewis","ENG","DF,MF","Manchester City","21.0","1312","1185","127","25","3","0","6","102","0","0","0","0","1201","0","22"
"Keane Lewis-Potter","ENG","DF,FW","Brentford","34.4","1273","1112","153","8","5","9","78","139","5","2","0","0","982","8","29"
"Myles Lewis-Skelly","ENG","DF","Arsenal","15.2","776","660","111","17","3","2","10","94","0","0","0","0","708","5","2"
"Matthijs de Ligt","NED","DF","Manchester Utd","23.6","1380","1350","27","19","0","9","6","1","0","0","0","0","1241","3","11"
"Pedro Lima","BRA","DF","Wolves","0.8","38","31","7","0","0","0","5","7","0","0","0","0","28","0","2"
"Victor Lindelöf","SWE","DF","Manchester Utd","7.8","386","376","10","4","1","0","1","5","0","0","0","0","362","0","1"
"Jesper Lindstrøm","DEN","FW","Everton","13.8","428","383","42","11","1","0","71","6","25","12","8","2","297","3","18"
"Valentino Livramento","ENG","DF","Newcastle Utd","31.6","1643","1387","251","17","1","1","52","233","1","0","0","0","1403","5","27"
"Sean Longstaff","ENG","MF","Newcastle Utd","8.9","349","344","4","2","2","3","5","0","1","0","0","1","295","1","12"
"Saša Lukić","SRB","MF","Fulham","26.0","1260","1171","87","38","1","4","62","1","42","12","24","0","1100","2","23"
"Joe Lumley","ENG","GK","Southampton","3.0","151","128","22","7","0","0","0","0","0","0","0","0","106","1","0"
"Massimo Luongo","AUS","MF","Ipswich Town","2.2","66","64","1","1","0","1","1","0","0","0","0","0","50","1","1"
"Ian Maatsen","NED","DF","Aston Villa","12.7","747","646","101","16","1","2","51","80","5","2","0","0","609","0","25"
"Alexis Mac Allister","ARG","MF","Liverpool","28.9","1524","1403","116","35","6","3","86","9","71","26","36","0","1273","5","31"
"James Maddison","ENG","MF","Tottenham","20.1","1256","1118","132","48","12","5","98","5","59","37","8","0","1021","6","15"
"Noni Madueke","ENG","FW","Chelsea","22.6","685","660","20","1","1","4","63","18","1","0","0","0","530","5","15"
"Gabriel Magalhães","BRA","DF","Arsenal","26.3","1641","1560","80","51","1","8","9","3","0","0","0","0","1480","1","8"
"Edmond-Paris Maghoma","ENG","MF,FW","Brentford","1.3","84","83","1","1","0","0","3","0","0","0","0","0","76","0","2"
"Harry Maguire","ENG","DF","Manchester Utd","19.5","1128","1083","41","26","0","9","4","1","0","0","0","0","965","4","5"
"Kobbie Mainoo","ENG","MF","Manchester Utd","18.3","836","808","23","13","2","4","7","6","0","0","0","0","723","5","17"
"Tyrell Malacia","NED","DF","Manchester Utd","1.1","55","49","6","0","0","0","1","6","0","0","0","0","49","0","2"
"Donyell Malen","NED","FW","Aston Villa","3.4","77","71","5","0","0","2","8","1","0","0","0","0","53","1","3"
"Mateus Mane",NA,"MF","Wolves","0.0","5","5","0","0","0","0","0","0","0","0","0","0","4","0","0"
"Orel Mangala","BEL","MF","Everton","14.0","490","485","4","3","0","1","6","0","0","0","0","0","437","1","10"
"Ryan Manning","IRL","DF,MF","Southampton","16.2","803","634","162","38","1","3","84","92","32","24","5","0","619","7","21"
"Solly March","ENG","FW,MF","Brighton","1.9","95","81","14","1","0","1","20","6","6","3","2","1","60","0","7"
"Omar Marmoush","EGY","FW,MF","Manchester City","13.1","318","291","24","4","2","0","28","1","14","8","3","0","252","3","3"
"Gabriel Martinelli","BRA","FW,MF","Arsenal","25.4","699","679","15","0","5","2","92","12","3","3","0","0","499","5","37"
"Emiliano Martínez","ARG","GK","Aston Villa","35.5","1387","1117","263","91","0","2","0","0","0","0","0","0","1091","7","0"
"Lisandro Martínez","ARG","DF","Manchester Utd","19.5","1342","1285","54","15","5","3","9","16","0","0","0","0","1200","3","7"
"Pape Matar Sarr","SEN","MF","Tottenham","21.3","1029","999","26","9","1","3","14","12","0","0","0","0","889","4","20"
"Jean-Philippe Mateta","FRA","FW","Crystal Palace","29.4","447","438","8","0","7","0","26","0","0","0","0","0","291","1","17"
"Stephy Mavididi","ENG","FW","Leicester City","17.9","613","588","20","2","6","0","69","11","7","4","2","0","460","5","24"
"Konstantinos Mavropanos","GRE","DF","West Ham","22.7","1265","1203","58","39","1","24","2","15","0","0","0","0","1092","4","10"
"Noussair Mazraoui","MAR","DF","Manchester Utd","31.5","1781","1578","202","24","7","6","23","168","0","0","0","0","1526","1","35"
"Bryan Mbeumo","CMR","FW","Brentford","37.9","1319","1162","149","40","13","9","202","17","87","70","2","0","872","8","50"
"James Mcatee","ENG","MF,FW","Manchester City","3.9","125","122","3","1","1","0","8","0","1","1","0","0","100","0","4"
"Kasey McAteer","IRL","FW","Leicester City","9.5","252","241","7","0","0","0","21","7","0","0","0","0","183","4","13"
"Alex McCarthy","ENG","GK","Southampton","5.0","156","126","29","6","0","1","0","0","0","0","0","0","117","1","1"
"John McGinn","SCO","MF,FW","Aston Villa","24.7","854","792","61","27","9","2","60","4","22","11","5","0","699","1","17"
"Dwight McNeil","ENG","MF,FW","Everton","15.2","619","516","99","32","8","5","105","5","45","32","5","4","461","4","16"
"Scott McTominay","SCO","MF","Manchester Utd","0.2","10","8","2","0","0","0","0","1","0","0","0","0","10","0","0"
"Ben Mee","ENG","DF","Brentford","2.0","120","108","12","5","0","1","0","4","0","0","0","0","93","0","1"
"Jayden Meghoma","ENG","DF","Brentford","0.1","3","3","0","0","0","0","0","0","0","0","0","0","3","0","0"
"Mikel Merino","ESP","MF,FW","Arsenal","17.6","577","567","5","4","5","1","13","1","0","0","0","0","451","5","12"
"Shumaira Mheuka","ENG","MF","Chelsea","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nikola Milenković","SRB","DF","Nott'ham Forest","37.0","1033","994","32","32","0","3","0","0","0","0","0","0","850","7","3"
"Lewis Miley","ENG","MF","Newcastle Utd","3.5","191","189","1","1","1","0","0","0","0","0","0","0","168","1","4"
"James Milner","ENG","MF","Brighton","1.9","74","63","11","4","2","0","8","0","6","2","3","0","55","0","1"
"Tyrone Mings","ENG","DF","Aston Villa","12.4","676","630","46","20","0","3","1","0","0","0","0","0","596","0","7"
"Yankuba Minteh","GAM","FW,MF","Brighton","20.4","557","510","45","9","4","4","91","20","16","7","6","0","348","2","36"
"Tyrick Mitchell","ENG","DF","Crystal Palace","34.4","1355","1122","228","8","0","2","105","220","0","0","0","0","976","5","61"
"Kaoru Mitoma","JPN","FW,MF","Brighton","28.9","988","965","19","0","9","1","75","19","0","0","0","0","749","4","39"
"Jakub Moder","POL","MF","Brighton","0.1","22","22","0","0","0","0","1","0","0","0","0","0","18","0","0"
"Jeremy Monga",NA,"FW,MF","Leicester City","1.2","29","28","1","1","0","0","4","0","0","0","0","0","18","0","5"
"Mikey Moore","ENG","FW","Tottenham","4.1","96","88","8","0","0","0","16","2","6","3","0","0","67","0","5"
"Morato","BRA","DF","Nott'ham Forest","10.1","309","290","17","11","1","0","0","3","0","0","0","0","238","2","11"
"Álex Moreno","ESP","DF,MF","Nott'ham Forest","10.6","428","338","86","1","3","1","19","85","0","0","0","0","308","4","10"
"Sam Morsy","EGY","MF","Ipswich Town","30.6","1445","1388","50","49","2","5","15","0","0","0","0","0","1249","7","22"
"Yerson Mosquera","COL","DF","Wolves","4.9","240","230","9","4","0","1","2","0","0","0","0","0","205","1","3"
"Mason Mount","ENG","MF","Manchester Utd","6.9","253","238","15","8","2","2","13","3","4","3","1","0","207","0","8"
"Divin Mubama","ENG","FW","Manchester City","0.3","3","3","0","0","0","0","0","0","0","0","0","0","2","0","1"
"Mykhailo Mudryk","UKR","FW","Chelsea","1.7","42","40","2","0","1","0","7","0","2","0","0","0","28","0","1"
"Marshall Munetsi","ZIM","MF,FW","Wolves","12.0","212","205","7","0","1","0","10","1","0","0","0","0","152","0","5"
"Rodrigo Muniz","BRA","FW","Fulham","10.7","142","135","6","1","3","2","1","0","0","0","0","0","92","1","4"
"Daniel Muñoz","COL","DF","Crystal Palace","35.9","1492","1182","304","27","2","2","74","275","2","0","0","0","1129","6","39"
"Arijanet Muric","KVX","GK","Ipswich Town","18.0","633","485","143","49","0","3","0","0","0","0","0","0","454","5","0"
"Murillo","BRA","DF","Nott'ham Forest","35.4","1450","1271","166","113","8","22","14","3","0","0","0","0","1138","13","6"
"Jacob Murphy","ENG","FW","Newcastle Utd","26.2","1004","943","53","5","5","6","120","32","16","1","0","0","688","8","51"
"Vitaliy Mykolenko","UKR","DF","Everton","34.2","1322","1060","259","13","2","3","101","246","0","0","0","0","986","3","23"
"Iliman Ndiaye","SEN","FW","Everton","27.0","736","709","25","5","2","2","38","5","10","4","0","2","602","2","22"
"Wilfred Ndidi","NGA","MF","Leicester City","25.8","1045","1020","22","13","4","4","30","9","0","0","0","0","839","3","26"
"Kosta Nedeljković","SRB","DF","Aston Villa","1.4","53","41","12","1","0","0","1","11","0","0","0","0","47","0","0"
"Reiss Nelson","ENG","FW","Arsenal","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reiss Nelson","ENG","FW","Fulham","5.4","268","261","6","0","2","2","23","1","5","3","1","0","232","1","2"
"Neto","BRA","GK","Bournemouth","2.0","62","42","19","4","0","0","0","0","0","0","0","0","40","1","0"
"Pedro Neto","POR","FW","Chelsea","25.2","895","807","86","14","0","5","149","13","56","16","15","5","702","2","26"
"Eddie Nketiah","ENG","FW,MF","Crystal Palace","11.5","241","229","12","0","2","0","5","1","0","0","0","0","179","0","12"
"Christopher Nkunku","FRA","FW","Chelsea","10.2","334","327","7","1","2","1","4","0","2","0","0","0","299","0","3"
