"player","nation","pos","team","played_90s","touches","touches_def_pen","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen","take_ons_att","take_ons_succ","take_ons_tackled","carries","carry_dist","prog_carry_dist","prog_carries","carries_final_3rd","carries_att_pen","miscontrols","dispossessed","passes_rec","prog_passes_rec"
"Nicolás Serrano","ESP","FW","Athletic Club","1.2","68","1","7","19","42","4","9","3","6","27","163","65","2","1","1","1","3","44","18"
"Fábio Silva","POR","FW","Las Palmas","20.7","706","32","69","311","335","101","53","21","29","330","1969","810","30","11","21","58","30","491","119"
"Rui Silva","POR","GK","Betis","15.0","553","412","552","1","0","0","0","0","0","334","1482","710","0","0","0","1","0","277","0"
"Giuliano Simeone","ARG","MF","Atlético Madrid","21.4","1034","20","173","416","461","87","68","30","33","652","3555","1783","69","42","24","55","20","748","189"
"Unai Simón","ESP","GK","Athletic Club","21.0","704","516","698","7","0","0","0","0","0","397","2064","1133","0","0","0","1","1","328","0"
"Daley Sinkgraven","NED","DF","Las Palmas","1.0","77","4","22","35","20","1","1","1","0","46","262","95","2","2","1","1","1","50","7"
"Jailson Siqueira","BRA","DF,MF","Celta Vigo","6.8","551","56","214","306","34","8","4","3","1","369","1861","1091","10","10","2","1","5","414","3"
"Antonio Sivera","ESP","GK","Alavés","31.2","1045","762","1021","25","0","0","0","0","0","482","3054","2180","0","0","0","0","0","339","0"
"Justin Smith","CAN","MF","Espanyol","2.3","95","3","33","53","12","0","3","1","2","41","340","132","4","3","0","4","1","49","7"
"Alex Sola","ESP","MF,FW","Getafe","11.4","446","8","63","166","225","35","61","21","35","265","1570","631","24","12","10","54","21","302","61"
"Arnau Solà","ESP","MF","Villarreal","0.1","3","0","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","2","0"
"Jhon Solis","COL","MF","Girona","5.9","364","11","67","231","69","6","12","5","6","229","1305","557","9","10","1","9","10","274","15"
"David Soria","ESP","GK","Getafe","38.0","1118","882","1098","20","0","0","0","0","0","459","2883","1988","0","0","0","3","0","286","0"
"Juan Soriano","ESP","GK","Leganés","6.0","199","173","199","0","0","0","0","0","0","90","447","281","0","0","0","0","0","59","0"
"Hugo Sotelo","ESP","MF","Celta Vigo","13.9","1097","17","177","706","226","10","20","8","9","656","3170","1326","21","18","2","11","12","860","38"
"Djibril Sow","SUI","MF","Sevilla","22.9","1197","35","277","709","219","32","25","10","11","604","3061","1370","23","16","3","36","9","827","50"
"Carl Starfelt","SWE","DF","Celta Vigo","25.2","1901","265","963","915","29","11","1","1","0","1104","4606","2548","11","5","1","9","0","1337","1"
"Orri Steinn Óskarsson","ISL","FW","Real Sociedad","10.5","285","9","25","127","134","37","8","2","5","122","462","154","6","2","5","17","11","207","50"
"Stoichkov","ESP","MF,FW","Alavés","7.8","304","6","39","135","135","28","18","6","9","179","938","377","9","5","3","20","7","194","41"
"Cristhian Stuani","URU","FW","Girona","12.0","256","10","32","107","118","55","5","2","2","96","292","83","2","0","2","24","7","156","36"
"Álex Suárez","ESP","DF","Las Palmas","27.3","1609","225","877","684","53","19","2","0","2","816","3700","1912","6","4","0","12","1","1020","3"
"Denis Suárez","ESP","MF","Villarreal","6.8","358","5","70","147","143","23","17","10","5","197","1368","807","27","18","5","13","8","257","24"
"Luka Sučić","CRO","MF","Real Sociedad","19.9","1094","20","146","623","339","32","53","25","24","666","3752","1594","30","34","5","33","16","779","56"
"Suso","ESP","FW,MF","Sevilla","6.7","463","1","53","159","257","15","32","14","16","280","1526","769","20","22","2","9","15","334","74"
"Williot Swedberg","SWE","FW,MF","Celta Vigo","15.0","562","6","53","222","293","72","44","10","29","351","2103","1032","34","21","18","50","16","412","116"
"Mamadou Sylla","SEN","FW,MF","Valladolid","17.6","431","14","44","226","163","37","17","5","8","188","873","399","15","8","6","43","20","284","52"
"Wojciech Szczęsny","POL","GK","Barcelona","15.0","492","370","482","10","0","0","1","1","0","286","1121","509","0","0","0","0","0","274","0"
"Alexander Sørloth","NOR","FW","Atlético Madrid","17.4","602","29","58","276","276","116","37","14","22","323","1713","787","32","13","15","63","32","454","81"
"Renato Tapia","PER","MF,DF","Leganés","26.9","1397","134","469","802","138","13","37","19","14","663","2944","1418","17","15","3","33","15","779","20"
"César Tárrega","ESP","DF","Valencia","33.6","2096","330","1141","914","58","37","15","11","2","1134","6087","3641","20","10","0","16","4","1318","1"
"Aurélien Tchouaméni","FRA","DF,MF","Real Madrid","29.9","2324","216","798","1332","207","25","16","10","3","1440","7111","3821","19","16","1","23","8","1689","13"
"Álvaro Tejero","ESP","MF,DF","Espanyol","13.8","757","33","162","322","286","13","14","3","10","336","1885","892","27","17","2","17","6","394","72"
"Martín Tejón","ESP","MF,DF","Valencia","0.5","34","1","3","14","18","2","4","2","2","17","93","36","0","0","0","1","3","23","6"
"Nahuel Tenaglia","ARG","DF","Alavés","32.5","1835","105","575","808","466","48","35","17","13","757","3858","2004","42","41","5","36","15","829","98"
"Marc-André ter Stegen","GER","GK","Barcelona","7.5","262","186","260","2","0","0","0","0","0","158","755","562","0","0","0","0","0","154","0"
"Ramón Terrats","ESP","MF,FW","Villarreal","1.5","106","8","25","54","27","2","6","1","5","64","194","69","1","0","0","6","2","75","3"
"Ramón Terrats","ESP","MF,FW","Getafe","13.5","493","15","77","219","213","23","50","25","20","256","1340","480","8","10","4","33","12","291","37"
"Raúl de Tomás","ESP","DF,FW","Rayo Vallecano","0.2","11","0","1","6","4","1","1","0","1","8","33","0","0","0","0","2","1","10","2"
"Pablo Torre","ESP","MF,FW","Barcelona","3.4","254","5","27","120","109","10","6","2","3","130","503","205","5","7","0","5","6","190","20"
"David Torres","ESP","DF","Valladolid","15.4","846","139","539","295","18","5","2","1","1","451","2520","1604","11","6","0","2","3","547","3"
"Ferrán Torres","ESP","FW,MF","Barcelona","12.3","498","3","30","153","317","81","21","11","8","291","1348","566","23","14","13","28","13","397","98"
"Lucas Torró","ESP","MF","Osasuna","32.9","1706","105","457","1004","262","55","9","6","3","736","2958","938","10","14","0","42","23","981","30"
"Hamari Traoré","MLI","DF","Real Sociedad","7.8","529","22","155","291","88","9","10","6","4","252","987","455","12","2","5","6","1","299","20"
"Óscar Trejo","ARG","MF","Rayo Vallecano","5.5","409","7","33","231","152","13","22","8","13","227","1084","463","15","8","3","25","26","311","28"
"Viktor Tsyhankov","UKR","FW,MF","Girona","21.3","1064","23","103","408","564","74","35","15","19","650","4031","1883","62","46","27","32","25","770","195"
"Beñat Turrientes","ESP","MF","Real Sociedad","10.5","561","27","108","334","125","8","24","13","7","317","1866","848","18","17","1","20","11","392","28"
"Christantus Uche","NGA","FW,MF","Getafe","27.6","971","17","102","391","498","105","91","32","49","553","3077","1160","43","26","18","113","67","726","148"
"Naci Ünüvar","NED","MF,DF","Espanyol","0.3","23","0","3","8","12","2","2","0","1","14","68","34","1","0","0","0","0","15","4"
"Óscar Valentín","ESP","MF","Rayo Vallecano","20.4","1068","79","325","617","138","14","11","5","4","509","2254","1158","13","13","1","18","8","571","8"
"Germán Valera","ESP","MF","Valencia","1.6","73","2","9","33","32","4","8","3","3","46","276","87","1","0","0","5","1","46","10"
"Martin Valjent","SVK","DF","Mallorca","30.7","1723","224","877","774","81","16","10","6","1","948","5700","3063","23","13","1","13","1","1049","17"
"Jesús Vallejo","ESP","DF","Real Madrid","1.5","78","7","29","46","5","0","0","0","0","50","163","62","0","0","0","0","0","52","1"
"Federico Valverde","URU","MF,DF","Real Madrid","33.7","2543","98","528","1461","572","43","28","16","10","1525","8009","4084","66","57","5","35","1","1905","76"
"Siebe Van Der Heyden","BEL","DF,MF","Mallorca","1.1","83","5","26","42","15","1","3","1","1","57","218","72","1","0","0","0","2","63","1"
"Ruben Vargas","SUI","FW,MF","Sevilla","7.5","362","8","50","144","173","30","33","12","16","186","1260","676","29","15","11","31","6","231","63"
"José Luis García Vayá","ESP","MF","Valencia","19.4","1406","61","291","827","307","12","13","8","3","645","2536","1295","13","16","1","16","11","857","19"
"Jesus Vazquez","ESP","DF","Valencia","10.2","586","36","170","237","188","14","36","14","17","250","1510","881","32","27","5","14","8","284","48"
"Lucas Vázquez","ESP","DF","Real Madrid","24.3","1850","66","481","804","577","58","36","19","15","1031","4132","2045","37","17","17","34","13","1331","194"
"Alejo Véliz","ARG","FW","Espanyol","12.5","317","25","35","189","93","30","5","1","3","123","408","116","2","3","0","34","12","205","27"
"Mikel Vesga","ESP","MF","Athletic Club","11.0","653","30","143","398","119","11","12","7","5","291","1242","591","10","13","3","11","9","400","22"
"Carlos Vicente","ESP","FW,MF","Alavés","34.4","1551","28","218","574","780","86","106","34","63","781","4788","2188","104","48","28","83","49","898","226"
"Pau Victor","ESP","FW","Barcelona","3.5","170","5","15","71","87","21","12","7","5","92","375","171","6","2","6","7","8","125","28"
"Nacho Vidal","ESP","DF","Osasuna","1.4","65","5","23","24","19","0","2","2","0","24","129","77","3","3","0","2","2","33","5"
"Fran Vieites","ESP","GK","Betis","4.0","126","97","124","1","1","1","0","0","0","59","248","139","0","0","0","0","0","48","0"
"Sergio Viera","ESP","MF","Las Palmas","1.1","59","1","8","43","9","1","2","1","1","32","119","30","0","0","0","2","0","46","2"
"Asier Villalibre","ESP","FW","Alavés","3.7","116","6","8","57","52","22","12","2","9","55","299","114","4","3","3","9","5","75","18"
"Iván Villar","ESP","GK","Celta Vigo","4.0","130","118","128","2","0","0","0","0","0","60","269","172","0","0","0","0","0","49","0"
"Viti","ESP","DF","Las Palmas","22.0","1186","62","396","562","241","23","20","9","7","491","3138","1498","43","14","4","28","6","559","65"
"Daniel Vivian","ESP","DF","Athletic Club","29.0","2085","147","901","1119","79","26","17","10","6","1169","6581","4326","36","17","1","19","13","1325","6"
"Krapyvtsov Vladyslav","UKR","GK","Girona","2.0","79","71","78","1","0","0","0","0","0","54","243","115","0","0","0","0","0","44","0"
"Iñaki Williams","GHA","FW","Athletic Club","29.5","1169","35","113","392","679","138","101","33","56","739","4233","2259","107","39","49","65","44","898","302"
"Nico Williams","ESP","FW","Athletic Club","22.2","1064","8","84","333","671","113","187","68","104","697","5556","2949","118","58","58","62","46","767","254"
"Axel Witsel","BEL","DF","Atlético Madrid","9.5","645","82","325","306","16","4","2","1","1","405","2146","1194","2","3","1","9","0","418","1"
"Lamine Yamal","ESP","FW","Barcelona","31.7","2094","9","104","667","1364","226","316","161","128","1486","10141","5270","181","96","95","102","49","1723","433"
"Daniel Yáñez","ESP","FW","Real Madrid","0.0","0","0","0","0","0","0","0","0","0","1","6","6","0","0","0","0","0","1","0"
"Bertuğ Yıldırım","TUR","FW","Getafe","12.0","323","21","32","145","150","46","16","7","6","133","633","148","8","4","2","40","15","209","48"
"Arsen Zakharyan","RUS","MF,FW","Real Sociedad","0.8","44","1","8","21","15","2","1","1","0","21","67","19","0","1","0","1","0","36","4"
"Bryan Zaragoza","ESP","FW,MF","Osasuna","20.4","782","4","70","286","444","84","131","57","67","544","4839","2697","105","62","51","41","15","585","140"
"Igor Zubeldia","ESP","DF","Real Sociedad","25.2","1732","163","768","923","46","14","6","6","0","1036","5787","3741","22","8","1","8","1","1145","3"
"Martín Zubimendi","ESP","MF","Real Sociedad","32.9","2131","122","489","1332","325","59","28","19","9","1074","5591","2548","38","34","5","39","17","1412","43"
"James Abankwah","IRL","DF,MF","Udinese","1.0","65","8","37","22","7","2","0","0","0","29","219","165","3","1","1","1","3","34","1"
"Saud Abdulhamid","KSA","DF","Roma","2.3","157","0","27","75","56","7","8","3","2","90","399","175","6","2","2","5","1","108","26"
"Oliver Abildgaard","DEN","MF","Como","0.1","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tammy Abraham","ENG","FW","Roma","0.0","4","0","0","2","2","1","0","0","0","3","2","1","0","0","0","1","0","4","2"
"Tammy Abraham","ENG","FW","Milan","13.1","367","20","46","172","149","57","14","4","10","158","572","205","8","6","4","22","13","241","69"
"Federico Accornero","ITA","MF","Genoa","0.1","8","1","2","3","3","0","0","0","0","5","25","18","0","1","0","2","0","5","0"
"Francesco Acerbi","ITA","DF","Inter","19.0","1484","139","648","733","108","20","4","3","1","915","4177","2128","19","20","1","7","2","1101","22"
"Che Adams","SCO","FW","Torino","29.5","802","19","53","387","371","104","37","11","22","509","2066","702","23","18","9","63","34","630","153"
"Yacine Adli","FRA","MF","Fiorentina","13.5","1021","31","177","607","248","11","32","12","16","618","3613","1680","24","28","3","19","8","690","30"
"Vasilije Adžić","MNE","MF,FW","Juventus","0.5","24","0","5","8","11","2","1","0","1","14","40","10","0","1","0","1","1","20","3"
"Michel Aebischer","SUI","MF","Bologna","8.0","485","11","74","302","114","10","6","3","2","291","1201","508","8","12","2","5","7","346","17"
"Honest Ahanor","ITA","DF,MF","Genoa","3.0","106","8","27","43","38","7","1","0","0","52","282","119","3","1","0","7","2","50","7"
"Junior Ajayi","CIV","FW","Hellas Verona","0.1","5","0","0","3","2","0","0","0","0","5","25","7","0","0","0","1","0","5","0"
"Jean-Daniel Akpa-Akpro","CIV","MF","Monza","10.7","505","29","157","258","99","7","38","12","19","306","1832","818","21","15","2","24","2","290","22"
"David Akpan Ankeye","NGA","FW,MF","Genoa","0.5","9","1","2","3","4","0","1","1","0","6","54","8","0","1","0","0","2","10","3"
"Faride Alidou","GER","FW,MF","Hellas Verona","0.8","31","2","5","11","17","0","4","2","2","17","98","44","1","3","0","1","1","19","2"
"Dele Alli","ENG","MF","Como","0.1","4","0","0","2","2","0","0","0","0","3","7","4","0","0","0","1","0","4","1"
"Pontus Almqvist","SWE","FW,MF","Parma","12.4","462","11","67","154","253","53","50","20","28","298","2165","1059","42","18","22","31","13","320","85"
"Giorgio Altare","ITA","DF","Venezia","8.4","505","60","235","216","57","6","6","5","1","235","990","404","4","10","0","5","5","252","5"
"Sofyan Amrabat","MAR","MF","Fiorentina","2.0","140","6","24","103","14","0","0","0","0","84","388","196","2","0","0","1","2","103","1"
"Angeliño","ESP","DF","Roma","35.3","2266","102","640","1041","602","47","27","11","11","1202","5724","3048","66","52","11","27","9","1476","172"
"Lorenzo Anghelè","ITA","FW","Juventus","0.1","5","0","0","5","1","0","1","1","0","3","19","3","0","1","0","0","0","4","0"
"Faustino Anjorin","ENG","MF","Empoli","12.4","628","25","132","357","153","17","41","16","22","327","1839","1043","28","17","6","25","11","385","35"
"Marko Arnautović","AUT","FW","Inter","5.9","198","1","6","64","128","39","3","2","1","99","364","119","4","3","2","13","3","155","61"
"Kristjan Asllani","ALB","MF","Inter","10.9","1061","25","258","638","167","9","6","1","4","700","3112","1231","7","14","1","5","2","859","20"
"Arthur Atta","FRA","MF,FW","Udinese","13.9","813","21","125","417","289","39","61","27","30","515","3228","1219","31","31","10","34","22","593","77"
"Emil Audero","IDN","GK","Como","8.0","269","219","268","1","0","0","0","0","0","177","821","476","0","0","0","0","0","162","0"
"Tommaso Augello","ITA","DF","Cagliari","30.1","1902","103","657","697","569","12","43","24","18","882","4179","2239","58","37","3","27","18","1020","113"
"Carlos Augusto","BRA","DF","Inter","18.1","1413","88","466","678","280","43","12","7","5","837","4189","1960","31","26","4","18","13","997","83"
"Yann Aurel Bisseck","GER","DF","Inter","17.3","1465","122","509","778","181","43","15","3","10","998","5759","2687","32","27","3","16","7","1136","44"
"Paulo Azzi","BRA","DF","Cagliari","4.7","242","19","66","97","84","8","13","8","4","119","804","450","15","10","3","3","4","135","26"
"Oussama El Azzouzi","MAR","MF","Bologna","0.2","20","0","3","15","2","0","0","0","0","14","81","20","0","0","0","0","0","18","0"
"Jacopo Bacci","ITA","MF","Empoli","0.3","14","1","4","10","0","0","0","0","0","5","25","1","0","0","0","0","0","5","0"
"Milan Badelj","CRO","MF","Genoa","16.4","1014","58","268","623","129","13","20","9","9","499","1952","803","8","8","2","19","11","658","14"
"Mitchel Bakker","NED","MF","Atalanta","0.2","10","0","2","5","3","0","0","0","0","6","23","15","0","0","0","0","0","7","1"
"Tommaso Baldanzi","ITA","MF,FW","Roma","9.2","472","5","43","191","248","38","39","17","21","292","1963","994","39","31","10","16","9","335","57"
"Keita Baldé","SEN","FW","Monza","7.1","289","0","17","163","111","17","16","5","8","216","1250","631","19","15","2","20","15","255","29"
"Botond Balogh","HUN","DF","Parma","22.8","1228","250","731","476","25","8","0","0","0","621","2737","1401","7","3","0","9","1","725","1"
"Mario Balotelli","ITA","FW,MF","Genoa","0.7","23","1","4","7","12","1","0","0","0","10","46","23","0","1","0","1","0","16","5"
"Lameck Banda","ZAM","FW,MF","Lecce","6.8","252","5","39","100","120","21","28","10","14","169","1620","859","27","10","17","17","9","171","46"
"Daniel Bandeira","POR","MF","Hellas Verona","4.5","266","12","75","171","24","0","1","1","0","148","750","352","1","2","0","4","6","167","4"
"Mattia Bani","ITA","DF","Genoa","16.7","1048","180","689","340","24","10","5","2","0","558","2317","1013","6","1","0","4","3","699","3"
"Antonín Barák","CZE","MF","Fiorentina","0.6","25","1","2","11","12","3","1","0","1","20","117","35","2","1","0","1","0","20","5"
"Federico Barba","ITA","DF","Como","4.8","320","33","155","144","21","5","0","0","0","201","999","567","5","2","0","1","1","215","5"
"Nicolò Barella","ITA","MF","Inter","27.3","2064","43","332","1121","634","42","57","23","27","1393","6866","3158","63","47","8","29","42","1612","133"
"Davide Bartesaghi","ITA","DF","Milan","1.3","89","2","14","36","40","2","2","0","2","55","228","121","2","3","0","0","1","61","17"
"Federico Baschirotto","ITA","DF","Lecce","38.0","2043","370","1242","736","73","36","5","4","0","940","4670","2500","13","9","0","13","1","1157","5"
"Daniele Baselli","ITA","MF","Como","0.2","31","1","6","23","2","0","0","0","0","22","134","45","2","0","0","1","0","24","0"
"Alessandro Bastoni","ITA","DF","Inter","25.9","2446","196","824","1181","454","28","16","7","5","1633","8290","4995","62","72","5","26","5","1815","83"
"Reda Belahyane","MAR","MF","Hellas Verona","18.4","884","49","251","526","126","8","52","33","17","551","3272","1498","22","17","5","34","21","591","13"
"Reda Belahyane","MAR","MF","Lazio","2.2","118","11","45","66","10","0","6","3","2","76","378","215","4","1","0","6","2","82","1"
"Raoul Bellanova","ITA","DF","Torino","1.0","51","5","19","19","13","1","1","0","1","34","228","127","4","3","0","1","0","33","5"
"Raoul Bellanova","ITA","DF","Atalanta","26.7","1469","46","334","582","570","48","48","21","23","822","5166","2770","83","51","8","29","11","940","191"
"Andrea Belotti","ITA","FW","Como","6.6","185","7","23","82","82","28","6","2","2","106","477","203","9","5","3","10","10","131","33"
"Lucas Beltrán","ARG","FW,MF","Fiorentina","20.7","791","15","91","423","285","51","30","15","14","468","2320","853","23","18","7","41","41","592","94"
"Adrian Benedyczak","POL","FW,MF","Parma","2.4","79","7","17","35","27","4","2","0","2","44","176","80","3","2","0","5","3","60","12"
"Ismaël Bennacer","ALG","MF","Milan","3.3","249","7","48","151","50","1","10","9","1","156","971","406","8","4","0","3","3","199","12"
"Medon Berisha","ALB","MF","Lecce","8.0","486","14","96","271","128","7","9","3","4","279","1600","877","13","7","3","10","1","315","17"
"Adrian Bernabe","ESP","MF","Parma","16.1","1140","40","253","655","247","8","33","15","13","738","3703","2220","37","39","3","12","14","818","20"
"Antoine Bernede","FRA","MF","Hellas Verona","6.6","297","4","47","171","83","3","4","2","2","156","753","282","7","6","1","14","6","179","22"
"Sam Beukema","NED","DF","Bologna","33.5","2419","158","920","1363","147","32","2","1","0","1519","9080","4593","27","33","1","12","8","1625","9"
"Alessandro Bianco","ITA","MF","Monza","28.9","1818","97","535","1055","246","14","41","17","19","1186","5758","2527","35","32","4","40","24","1289","24"
"Alessandro Bianco","ITA","MF","Fiorentina","0.2","14","0","2","11","1","0","0","0","0","8","48","30","0","0","0","1","0","8","1"
"Jaka Bijol","SVN","DF","Udinese","32.9","2083","264","1057","959","86","49","3","2","1","1211","7149","4292","22","12","1","17","2","1339","10"
"Philip Billing","DEN","MF","Napoli","2.2","136","7","27","72","39","5","3","1","1","62","271","92","1","0","0","1","2","90","8"
"Cristiano Biraghi","ITA","DF","Torino","12.9","832","48","220","365","254","12","8","1","6","390","1789","928","24","18","1","11","2","462","49"
"Cristiano Biraghi","ITA","DF","Fiorentina","4.8","335","28","120","150","65","1","0","0","0","178","695","296","3","2","1","3","0","229","17"
"Samuele Birindelli","ITA","DF,MF","Monza","16.3","757","35","181","311","272","29","10","5","3","457","2547","1325","40","27","13","28","13","494","100"
"Bjarki Bjarkason","ISL","DF,MF","Venezia","1.8","111","3","30","45","36","0","6","1","3","71","356","209","6","2","0","2","0","79","13"
"Emil Bohinen","NOR","MF","Genoa","1.8","109","12","30","52","28","3","0","0","0","51","463","224","6","3","0","4","2","72","2"
"Warren Bondo","FRA","MF","Monza","18.0","741","27","179","440","140","7","40","20","12","511","3240","1464","25","19","2","20","30","521","21"
"Warren Bondo","FRA","MF","Milan","1.8","97","3","19","65","16","0","1","1","0","66","287","129","2","3","0","2","1","68","0"
"Kevin Bonifazi","ITA","DF","Lecce","0.7","54","6","28","27","0","0","2","1","1","28","204","53","0","0","0","2","0","31","1"
"Ange-Yoan Bonny","FRA","FW","Parma","28.1","898","14","70","412","435","112","67","33","28","527","2690","1112","41","35","17","86","70","647","163"
"Edoardo Bove","ITA","MF,FW","Fiorentina","9.3","437","12","80","244","117","21","16","7","7","251","1288","531","12","19","2","13","11","286","24"
"Domagoj Bradarić","CRO","DF","Hellas Verona","21.5","988","39","258","409","340","23","37","15","18","426","2554","1313","30","32","3","30","11","459","83"
"Matthias Braunöder","AUT","MF","Como","3.0","175","4","43","108","25","3","4","1","2","88","362","187","2","4","1","3","2","112","0"
"Iker Bravo","ESP","FW,MF","Udinese","7.6","294","4","27","131","140","28","29","11","18","157","852","281","7","5","6","31","14","190","39"
"Gleison Bremer","BRA","DF","Juventus","6.0","569","63","286","268","15","3","4","3","1","352","1760","985","2","1","0","4","2","445","0"
"Brenner","BRA","MF,FW","Udinese","4.3","151","5","28","74","53","6","5","3","2","94","502","210","5","4","1","5","9","107","16"
"Marco Brescianini","ITA","MF","Atalanta","11.0","547","8","68","261","226","38","26","8","15","355","2337","1219","46","30","13","28","19","417","69"
"Arvid Brorsson","SWE","DF","Monza","4.0","303","56","201","93","10","0","1","1","0","185","749","364","1","1","0","1","1","202","1"
"Tajon Buchanan","CAN","DF,FW","Inter","1.1","64","3","18","29","19","2","9","3","4","42","403","259","6","3","0","2","2","44","8"
"Alessandro Buongiorno","ITA","DF","Napoli","21.4","1489","125","655","788","55","15","7","1","3","902","4549","2741","27","7","1","13","8","1059","8"
"Rareș-Cătălin Burnete","ROU","FW","Lecce","0.3","22","0","0","12","10","4","2","1","1","12","26","2","0","0","0","6","4","15","4"
"Gianluca Busio","USA","MF","Venezia","28.0","1250","58","217","635","417","56","48","15","28","747","4377","2249","60","57","5","54","32","842","135"
"Jean Butez","FRA","GK","Como","18.5","799","641","791","9","0","0","0","0","0","534","2755","1559","0","0","0","1","0","447","0"
"Liberato Cacace","NZL","MF,DF","Empoli","24.8","1187","81","343","485","381","56","51","14","34","542","3590","1884","53","34","7","40","21","635","97"
"Alessio Cacciamani","ITA","MF,DF","Torino","0.3","18","0","4","4","10","1","1","1","0","14","138","75","2","1","1","1","0","12","2"
"Davide Calabria","ITA","DF","Bologna","7.0","490","10","141","243","111","4","3","0","3","271","1208","586","7","7","0","10","3","285","20"
"Davide Calabria","ITA","DF","Milan","3.5","258","9","56","137","69","4","5","3","1","159","727","358","8","5","0","1","1","174","31"
"Luca Caldirola","ITA","DF","Monza","9.7","699","86","362","315","23","4","1","1","0","461","2278","1223","5","5","0","2","1","498","4"
"Hakan Çalhanoğlu","TUR","MF","Inter","20.9","1881","45","380","1010","500","23","7","3","4","1150","5984","3106","52","53","6","21","9","1353","51"
"Drissa Camara","CIV","MF,FW","Parma","5.0","251","1","30","120","113","24","27","17","10","174","1222","648","18","10","10","14","3","173","35"
"Francesco Camarda","ITA","FW,MF","Milan","2.3","80","5","10","32","39","17","7","2","4","34","191","66","2","1","0","7","3","51","16"
"Nicolò Cambiaghi","ITA","FW","Bologna","6.9","334","1","38","106","195","36","25","11","8","241","1731","884","45","9","15","16","11","257","63"
"Andrea Cambiaso","ITA","DF,FW","Juventus","24.7","1911","55","474","939","517","42","50","27","18","1195","7318","3868","78","63","13","45","21","1364","122"
"Thomas Campaniello","ITA","FW","Empoli","0.3","17","0","1","6","10","1","0","0","0","5","20","2","0","0","0","1","0","13","6"
"Matteo Cancellieri","ITA","FW,MF","Parma","15.8","531","20","103","210","230","40","70","28","33","314","2108","1025","40","20","16","34","24","348","79"
"Fali Candé","GNB","DF","Venezia","17.0","1131","164","591","496","55","8","10","9","0","557","2582","1115","5","9","0","12","8","572","3"
"Antonio Candela","ITA","DF","Venezia","11.2","505","38","198","201","112","13","12","6","5","250","1430","700","12","5","2","17","10","285","25"
"Gianluca Caprari","ITA","MF,FW","Monza","18.3","912","3","70","450","399","39","40","10","23","629","3384","1544","43","37","12","38","31","686","104"
"Elia Caprile","ITA","GK","Cagliari","18.0","756","620","754","2","0","0","0","0","0","408","1899","1065","0","0","0","1","0","335","0"
"Elia Caprile","ITA","GK","Napoli","3.6","105","79","105","0","0","0","0","0","0","44","234","161","0","0","0","0","0","62","0"
"Francesco Caputo","ITA","FW","Empoli","0.1","2","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1"
"Maxence Caqueret","FRA","MF","Como","12.1","698","9","134","368","205","24","33","14","15","455","2082","883","15","17","1","29","17","512","46"
"Andrea Carboni","ITA","DF","Monza","24.3","1412","155","681","614","120","18","9","5","4","822","3143","1502","9","13","0","15","5","925","32"
"Franco Carboni","ITA","DF","Venezia","2.5","128","11","62","39","29","2","6","2","3","70","303","184","2","1","0","4","3","68","11"
"Marco Carnesecchi","ITA","GK","Atalanta","34.0","1178","1034","1175","3","0","0","0","0","0","678","3476","1966","0","0","0","0","0","578","0"
"Cesare Casadei","ITA","MF","Torino","11.3","508","30","107","303","102","22","10","7","2","259","1609","640","14","8","0","20","9","352","12"
"Nicolò Casale","ITA","DF","Bologna","10.0","615","62","296","307","20","9","3","3","0","328","1545","675","3","1","0","9","1","353","2"
"Nicolò Casale","ITA","DF","Lazio","1.5","124","9","39","83","2","2","0","0","0","83","375","211","0","1","1","1","0","99","0"
"Federico Cassa","ITA","MF,FW","Atalanta","0.2","9","0","1","2","6","0","1","0","1","9","61","41","1","2","1","0","0","8","2"
"Valentín Castellanos","ARG","FW","Lazio","26.5","835","20","57","353","434","155","37","16","19","423","1889","848","27","22","15","55","29","618","149"
"Santiago Castro","ARG","FW","Bologna","25.5","722","23","55","312","363","101","43","18","22","428","1867","599","17","23","8","70","64","519","136"
"Gaetano Castrovilli","ITA","MF","Monza","6.6","305","15","65","151","92","10","11","5","5","187","906","487","10","8","0","9","9","192","28"
"Gaetano Castrovilli","ITA","MF,FW","Lazio","1.6","99","2","18","57","24","6","2","1","1","58","333","176","5","1","1","2","4","68","6"
"Danilo Cataldi","ITA","MF","Fiorentina","19.0","1147","55","284","720","151","7","10","3","4","657","3018","1172","18","22","1","13","7","764","16"
"Zeki Çelik","TUR","DF","Roma","25.1","1627","98","469","818","352","40","14","8","4","836","3758","1820","28","27","1","20","8","1011","93"
"Alberto Cerri","ITA","FW","Como","1.0","36","1","4","12","21","9","0","0","0","20","54","10","0","0","1","2","3","29","11"
"Gabriel Charpentier","CGO","FW","Parma","3.0","111","7","22","35","58","12","6","2","3","55","337","138","6","4","2","16","4","64","16"
"Walid Cheddira","MAR","FW","Napoli","0.1","3","0","0","1","2","0","0","0","0","1","3","0","0","0","0","0","0","2","1"
"Leandro Chichizola","ARG","GK","Parma","1.0","54","45","53","1","0","0","0","0","0","30","156","107","0","0","0","0","0","31","0"
